City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
217,Burnie,AU,2020-01-05 22:28:33,-41.05,145.91,57.06,78,0,12.95,clear sky,0.0,0.0
218,Ahar,IR,2020-01-05 22:28:34,38.48,47.07,23.76,83,0,4.61,clear sky,0.0,0.0
219,Liwale,TZ,2020-01-05 22:28:34,-9.8,37.92,71.85,83,100,2.89,overcast clouds,0.0,0.0
220,Grindavik,IS,2020-01-05 22:28:34,63.84,-22.43,37.4,86,90,9.17,shower rain,0.0,0.0
221,Bosobolo,CD,2020-01-05 22:28:34,4.19,19.88,77.14,38,5,0.54,clear sky,0.0,0.0
222,Guerrero Negro,MX,2020-01-05 22:28:34,27.97,-114.04,72.99,23,0,7.16,clear sky,0.0,0.0
223,Twentynine Palms,US,2020-01-05 22:24:24,34.14,-116.05,73.4,27,1,9.17,clear sky,0.0,0.0
224,Sobolevo,RU,2020-01-05 22:28:35,54.43,31.9,26.76,81,16,6.55,few clouds,0.0,0.0
225,Karratha,AU,2020-01-05 22:28:35,-20.74,116.85,84.25,69,100,10.11,moderate rain,3.25,0.0
226,Mantua,IT,2020-01-05 22:28:35,45.16,10.79,44.01,87,0,6.93,clear sky,0.0,0.0
227,Cherskiy,RU,2020-01-05 22:28:35,68.75,161.3,-7.71,61,5,5.35,clear sky,0.0,0.0
228,Attawapiskat,RU,2020-01-05 22:28:35,68.75,161.3,-7.71,61,5,5.35,clear sky,0.0,0.0
